locationID,verbatimLocation,locality,country,region,taxonID,taxon,habitat,firstRecordEvent,verbatimFirstRecordEvent,confidenceFirstRecordEvent,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,datasetName,bibliographicCitation,accessRights
"",Hawaiian Islands,Hawaiian Islands,"","",27313,Eucalyptus resinifera,"",-1929-2005,1929 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",555,Eucalyptus robusta,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27314,Eucalyptus rudis,"",-1929-2005,1929 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27316,Eucalyptus saligna,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",9966,Eucalyptus tereticornis,"",-1926-2005,1926 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",9967,Eucalyptus viminalis,"",-1929-2005,1929 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30352,Eudrilus eugeniae,"",-1953-2018,>1953 (Reynolds (2018)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6305,Eugenia brasiliensis,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6306,Eugenia uniflora,"",-1926-2005,1926 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30355,Eukerria saltensis,"",-1966-2018,>1966 (Reynolds (2018)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6310,Euphorbia cyathophora,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",565,Euphorbia esula,"",-1827-2020,1827 (Lakoba et al (2020)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27339,Euphorbia ingens,"",-1986-2005,1986 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6326,Euphorbia pulcherrima,"",-1929-2005,1929 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6329,Euphorbia tirucalli,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27343,Euplatypus parallelus,"",-1999-2019,1999 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2697,Eupristina masoni,"",-1986-1992,1986 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2709,Eurrhypara hortulata,"",-1907-2009,1907 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",2726,Euwallacea interjectus,"",-1976-2015,1976 (Cognato et al (2015)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30387,Euwallacea similis,"",-2002-2009,2002 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27371,Exapion ulicis,"",-1955-1984,1955 (Harley (1984)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Canada Ontario,Canada Ontario,"","",2732,Exenterus abruptorius,"",-1972-7379,"1972,73,79,80",low confidence,established,established,established,intentional,Silvia Rossinelli & Sven Bacher,Silvia Rossinelli & Sven Bacher,Permission required from Sven Bacher (svenbacher@unifrch)
"",Hawaiian Islands,Hawaiian Islands,"","",13011,Falcataria moluccana,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6342,Ficus macrophylla,"",-1929-2005,1929 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",13026,Ficus microcarpa,"",-1915-2005,1915 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27382,Ficus nota,"",-1938-2005,1938 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27383,Ficus platypoda,"",-1915-2005,1915 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6343,Ficus pumila,"",-1925-2005,1925 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6345,Ficus rubiginosa,"",-1915-2005,1915 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27384,Ficus thonningii,"",-1994-2005,1994 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27385,Filicium decipiens,"",-1923-2005,1923 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Norway,Norway,"","",13032,Filipendula rubra,"",-1950-2000-1950,1950-2000 - 1950,low confidence,alien,alien,alien,"",GISD,GISD,Free
"",Hawaiian Islands,Hawaiian Islands,"","",2757,Fiorinia phantasma,"",-2004-2011,2004 (Garcia and Hara (2011)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27390,Fitchia speciosa,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",13036,Flemingia strobilifera,"",-1910-2005,1910 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27391,Flindersia brayleyana,"",-1958-2005,1958 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27392,Flueggea virosa,"",-2000-2005,2000 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",592,Foeniculum vulgare,"",-1910-2005,1910 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27401,Forcipomyia biannulata,"",-2006-2019,2006 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27407,Forcipomyia pulcherrima,"",-2000-2019,2000 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",15055,Fragaria vesca,"",-1911-2005,1911 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24522,Frankliniella cephalica,"",-1998-2019,1998 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27412,Frankliniella crotalariae,"",-2002-2003-2019,2002-2003 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8333,Frankliniella occidentalis,"",-2010-2019,2010 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24686,Fraxinus uhdei,"",-1926-2005,1926 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",13051,Fuchsia boliviana,"",-1960-2005,1960 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",596,Fuchsia magellanica,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24687,Fuchsia paniculata,"",-1933-2005,1933 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6364,Furcraea foetida,"",-1912-2005,1912 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",602,Gaillardia pulchella,"",-1908-2005,1908 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6369,Galinsoga parviflora,"",-1983-2005,1983 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",27443,Gamochaeta simplicicaulis,"",-1957-1959-2004,1957-1959 (Nesom (2004)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27448,Gardenia taitensis,"",-1931-2005,1931 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27461,Gehyra mutilata,"",-400-2009,~400 (Kraus (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2799,Gilpinia hercyniae,"",-1922-2009,1922 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8336,Gliricidia sepium,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",France (Corsica),France (Corsica),"","",19305,Glis glis Linnaeus 1766,"",-4000-3000,-4000 - -3000,low confidence,Established,Established,Established,"",Piero Genovesi,Piero Genovesi,Free
"",Italy (Sardinia),Italy (Sardinia),"","",19305,Glis glis Linnaeus 1766,"",-3500-2700,-3500 - -2700,low confidence,Established,Established,Established,"",Piero Genovesi,Piero Genovesi,Free
"",United States,United States,"","",2801,Glycaspis brimblecombei,"",-1998-2009,1998 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6420,Gmelina arborea,"",-1940-2005,1940 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27477,Gmelina asiatica,"",-1950-2005,1950 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6433,Gomphrena globosa,"",-1937-2005,1937 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30473,Gonatodes albogularis,"",-1939-2009,before 1939 (Kraus (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6434,Gossypium barbadense,"",-1908-2005,1908 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6435,Gossypium hirsutum,"",-1928-2005,1928 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30475,Gracillaria syringella,"",-1923-2009,1923 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",17839,Grapholita molesta,"",-1912-2009,1912 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",5235,Gremmeniella abietina,"",-1974-2009,1974 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6438,Grevillea banksii,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6441,Grevillea robusta,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27518,Guaiacum officinale,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27519,Guaiacum sanctum,"",-1948-2005,1948 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27530,Gynaikothrips uzeli,"",-2003-2019,2003 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27535,Habenaria rodeiensis,"",-1983-2005,1983 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6449,Haematoxylum campechianum,"",-1919-2005,1919 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2869,Harpalus affinis,"",-1798-2012,<1798 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2872,Harpalus rufipes,"",-1937-2012,1937 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6464,Harrisia martinii,"",-1959-2005,1959 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",652,Hedera helix,"",-1970-2005,1970 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2874,Hedya nubiferana,"",-1913-2009,1913 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6468,Hedychium coronarium,"",-1913-2005,1913 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8343,Hedychium flavescens,"",-1913-2005,1913 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6469,Hedychium gardnerianum,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",654,Helianthus annuus,"",-1963-2005,1963 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27571,Heliconia bihai,"",-1925-2005,1925 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27572,Heliconia latispatha,"",-1942-2005,1942 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27573,Heliconia metallica,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27574,Heliconia stricta,"",-1969-2005,1969 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6477,Heliotropium amplexicaule,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30510,Hemidactylus mabouia,"",-1991-2009,before 1991 (Kraus (2009),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6482,Hemigraphis alternata,"",-1928-2005,1928 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24694,Hemigraphis reptans,"",-1957-2005,1957 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27593,Hemiphyllodactylus typus,"",-400-2009,~400 (Kraus (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27597,Heritiera littoralis,"",-1910-2005,1910 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2885,Heterarthrus nemoratus,"",-1908-2009,1908 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24695,Heterocentron subtriplinervium,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",27600,Heteromeles arbutifolia,"",-1968-2005,1968 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
